ELI1,29/10/2010 13:21:48
ELI10,01/01/0001 00:00:00
ELI11,01/01/0001 00:00:00
ELI12,01/01/0001 00:00:00
ELI13,01/01/0001 00:00:00
ELI14,01/01/0001 00:00:00
ELI15,01/01/0001 00:00:00
ELI16,01/01/0001 00:00:00
ELI17,01/01/0001 00:00:00
ELI18,01/01/0001 00:00:00
ELI19,01/01/0001 00:00:00
ELI2,04/07/2013 11:30:22
ELI20,01/01/0001 00:00:00
ELI21,01/01/0001 00:00:00
ELI22,01/01/0001 00:00:00
ELI23,01/01/0001 00:00:00
ELI24,01/01/0001 00:00:00
ELI25,01/01/0001 00:00:00
ELI26,01/01/0001 00:00:00
ELI27,01/01/0001 00:00:00
ELI28,01/01/0001 00:00:00
ELI29,01/01/0001 00:00:00
ELI3,01/01/0001 00:00:00
ELI30,01/01/0001 00:00:00
ELI31,01/01/0001 00:00:00
ELI32,01/01/0001 00:00:00
ELI33,01/01/0001 00:00:00
ELI34,01/01/0001 00:00:00
ELI35,01/01/0001 00:00:00
ELI36,01/01/0001 00:00:00
ELI37,01/01/0001 00:00:00
ELI38,01/01/0001 00:00:00
ELI39,01/01/0001 00:00:00
ELI4,01/01/0001 00:00:00
ELI40,01/01/0001 00:00:00
ELI41,01/01/0001 00:00:00
ELI42,01/01/0001 00:00:00
ELI43,01/01/0001 00:00:00
ELI44,01/01/0001 00:00:00
ELI45,01/01/0001 00:00:00
ELI46,01/01/0001 00:00:00
ELI47,01/01/0001 00:00:00
ELI48,01/01/0001 00:00:00
ELI49,01/01/0001 00:00:00
ELI5,01/01/0001 00:00:00
ELI50,01/01/0001 00:00:00
ELI51,01/01/0001 00:00:00
ELI52,01/01/0001 00:00:00
ELI53,01/01/0001 00:00:00
ELI54,01/01/0001 00:00:00
ELI55,01/01/0001 00:00:00
ELI56,01/01/0001 00:00:00
ELI57,01/01/0001 00:00:00
ELI58,01/01/0001 00:00:00
ELI59,01/01/0001 00:00:00
ELI6,01/01/0001 00:00:00
ELI60,01/01/0001 00:00:00
ELI61,01/01/0001 00:00:00
ELI62,01/01/0001 00:00:00
ELI63,01/01/0001 00:00:00
ELI64,01/01/0001 00:00:00
ELI65,01/01/0001 00:00:00
ELI66,01/01/0001 00:00:00
ELI67,01/01/0001 00:00:00
ELI68,01/01/0001 00:00:00
ELI69,01/01/0001 00:00:00
ELI7,01/01/0001 00:00:00
ELI70,01/01/0001 00:00:00
ELI71,01/01/0001 00:00:00
ELI72,01/01/0001 00:00:00
ELI73,01/01/0001 00:00:00
ELI74,01/01/0001 00:00:00
ELI75,01/01/0001 00:00:00
ELI76,01/01/0001 00:00:00
ELI77,01/01/0001 00:00:00
ELI78,01/01/0001 00:00:00
ELI79,01/01/0001 00:00:00
ELI8,01/01/0001 00:00:00
ELI80,01/01/0001 00:00:00
ELI81,01/01/0001 00:00:00
ELI82,01/01/0001 00:00:00
ELI83,01/01/0001 00:00:00
ELI84,01/01/0001 00:00:00
ELI85,01/01/0001 00:00:00
ELI86,01/01/0001 00:00:00
ELI87,01/01/0001 00:00:00
ELI88,01/01/0001 00:00:00
ELI89,01/01/0001 00:00:00
ELI9,01/01/0001 00:00:00
ELI90,01/01/0001 00:00:00
ELI91,01/01/0001 00:00:00
ELI92,01/01/0001 00:00:00
ELI93,01/01/0001 00:00:00
ELI94,01/01/0001 00:00:00
ELI95,01/01/0001 00:00:00
ELI96,01/01/0001 00:00:00
ELI97,01/01/0001 00:00:00
ELI98,01/01/0001 00:00:00
ELI99,01/01/0001 00:00:00
